P1797_RNA_01	P1797_RNA_02	P1797_RNA_03	P1797_RNA_04	P1797_RNA_05	P1797_RNA_06	P1797_RNA_07	P1797_RNA_08	P1797_RNA_09	P1797_RNA_10	P1797_RNA_11	P1797_RNA_12	P1797_RNA_13	P1797_RNA_14	P1797_RNA_15	P1797_RNA_16	P1797_RNA_17	P1797_RNA_18	P1797_RNA_19	P1797_RNA_20	P1797_RNA_21	P1797_RNA_22	P1797_RNA_23	P1797_RNA_24
ENSMUSG00000109022	0	0	0	0	0	2	1	3	0	0	0	0	0	2	5	1	2	0	0	1	0	5	1	0
ENSMUSG00000022885	10093	7152	7812	8140	9291	9881	8656	8739	11426	4849	12117	8059	4546	4119	8826	4331	5114	1732	3494	3958	5689	7114	2576	2251
ENSMUSG00000015806	11577	9016	10284	6428	9032	8382	9604	6520	8352	6458	9928	10057	10255	5951	9298	4042	6051	3198	6288	4958	5466	5781	5571	6065
ENSMUSG00000041828	3	3	2	39	4	5	4	21	8	9	25	14	1	26	2	7	66	5	9	29	28	27	164	11
ENSMUSG00000050028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003868	5674	6572	7377	2130	3179	4974	3607	4002	4166	3834	6439	4277	2625	4194	6330	3898	2607	1794	3653	2107	4135	4021	3542	2531
ENSMUSG00000075324	10	27	25	7	0	11	6	2	1	7	3	6	0	2	3	12	3	1	4	2	0	0	14	3
ENSMUSG00000057116	1	0	0	0	1	0	0	0	0	0	0	0	2	3	0	6	0	3	3	2	5	1	4	0
ENSMUSG00000020649	3077	4963	5479	1151	1340	3288	1794	4054	2634	4413	4430	2411	760	4403	5765	4622	2226	1102	1900	1811	3660	5383	4996	2147
ENSMUSG00000041552	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0	1	0
ENSMUSG00000103397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021702	35320	44501	50936	32736	27163	41810	16147	56040	34449	34418	50264	50537	9983	34354	25624	74679	23886	21302	40803	19066	59194	15406	12160	12312
ENSMUSG00000074228	1	1	0	0	4	0	10	1	1	0	0	0	7	7	5	0	2	0	0	7	0	1	0	6
ENSMUSG00000097169	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000031355	153	102	111	71	127	139	76	142	90	95	147	128	84	56	155	111	38	24	63	47	99	159	372	38
ENSMUSG00000090142	4	2	1	3	0	3	2	8	2	1	0	1	2	1	1	4	6	4	15	3	7	1	3	10
ENSMUSG00000046088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058290	1639	2665	3082	1055	930	1848	1191	3659	1284	1267	1665	1066	190	1396	1921	2238	758	580	900	610	1697	1994	1456	471
ENSMUSG00000092510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024767	8166	7923	9251	6429	6079	7220	6412	7191	6620	5716	8863	7548	5352	5299	6171	5977	5405	4100	8467	4396	8750	5608	5680	5486
ENSMUSG00000030346	511	617	668	261	263	684	309	1034	690	698	1194	569	157	821	900	842	385	164	346	285	542	895	709	325
ENSMUSG00000110865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
ENSMUSG00000115051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111715	4	0	5	12	10	1	4	14	5	7	11	4	1	7	3	16	9	12	0	2	12	3	7	0
ENSMUSG00000021738	2687	2591	2807	4366	3547	3009	2614	3664	3458	1995	3493	2062	1770	4021	3778	5081	3136	1164	1881	2323	2033	3526	3933	2198
ENSMUSG00000040541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030771	1544	812	955	1217	1309	1134	1159	1345	1024	1064	1140	790	882	846	799	667	1794	1190	2592	1340	2124	968	829	1059
ENSMUSG00000038759	5623	6582	7386	3774	3771	5819	3853	7181	6047	4956	8815	4108	2209	5623	7401	7975	4038	2116	4477	2852	5453	5984	4810	2127
ENSMUSG00000051728	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUST00000115907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000024246	224	204	225	117	205	288	196	242	232	163	353	231	113	148	273	138	118	58	115	152	180	306	166	125
ENSMUSG00000051146	172	105	124	72	153	119	155	93	91	72	84	61	264	102	120	38	121	82	166	77	143	136	190	101
ENSMUSG00000095213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098225	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0
ENSMUSG00000094352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025888	18337	9991	10924	23578	18476	17221	19404	22819	23483	28245	30054	20895	25639	34904	32952	29133	41412	6764	14500	30943	15256	18303	19770	25532
ENSMUSG00000039653	25	38	43	47	49	38	52	48	35	25	18	32	50	75	19	31	19	10	3	15	39	74	26	26
ENSMUSG00000006435	615	305	291	450	969	750	995	303	587	246	383	212	514	341	842	31	350	290	425	271	363	360	381	245
ENSMUSG00000032500	751	445	541	436	694	623	679	418	434	268	698	691	466	369	547	115	265	125	207	193	267	208	263	93
ENSMUSG00000059645	0	0	0	7	0	0	0	7	4	1	0	1	0	0	0	3	1	0	0	6	0	2	0	0
ENSMUSG00000063810	755	991	903	628	637	842	590	929	1012	754	1250	740	348	998	1167	1151	734	268	544	460	728	743	1002	275
ENSMUSG00000021366	7062	6472	6815	9274	7300	6105	5816	7348	5331	3023	5018	3952	3153	6146	5604	6357	5657	2021	3910	4292	4587	5952	6062	3524
ENSMUSG00000036136	4034	3407	3516	5347	3625	3248	3420	4298	3747	2487	4515	2606	2267	3562	4073	4281	4517	1538	2792	3669	2688	3155	3327	3593
ENSMUSG00000083713	1	0	0	0	0	0	1	2	0	2	0	0	0	0	0	1	3	7	0	0	0	0	2	0
ENSMUSG00000083289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066263	226	200	178	493	342	315	204	703	421	172	338	247	114	410	287	668	277	123	302	237	312	449	729	82
ENSMUSG00000044026	15787	16701	18333	25365	15942	13615	11568	21810	21044	16994	26226	15590	8912	19845	20317	21617	22886	7919	13635	17691	16558	14283	14492	12493
ENSMUSG00000049625	30	55	38	138	35	66	41	118	98	198	246	83	142	246	37	173	126	153	369	123	1003	630	605	427
ENSMUSG00000025171	830	634	717	526	636	548	564	539	561	444	492	489	681	669	540	421	526	376	750	389	997	852	1210	893
ENSMUSG00000113979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021134	13113	10776	12051	21599	11273	17569	14188	33396	23018	12781	24113	19061	10568	21082	19847	28952	16601	8025	14006	12879	16602	30525	28694	15986
ENSMUSG00000000346	41062	35333	39081	31512	35471	34199	35049	34429	30364	30140	44194	34220	28323	31544	36610	29671	35426	18439	32355	27898	35153	33232	31500	33495
ENSMUSG00000028207	8038	5527	6012	5095	9022	8467	6158	7551	6778	4255	10614	7388	5099	5910	8925	5361	4795	2093	3121	3987	4956	7037	6027	2727
ENSMUSG00000097481	20	22	39	13	3	9	7	8	22	4	26	24	2	8	11	15	11	0	29	4	10	3	11	6
ENSMUSG00000090222	40	14	24	38	29	47	61	10	50	18	41	9	55	198	31	19	155	17	46	107	60	110	170	74
ENSMUSG00000113402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022742	2809	2728	2973	1512	2798	2826	2038	2741	2113	1655	3820	2171	1098	2270	3297	2608	1534	727	1115	1162	1571	2597	1969	1151
ENSMUSG00000033762	520	700	856	417	290	504	337	806	648	464	674	380	145	538	548	762	296	200	463	252	593	694	539	247
ENSMUSG00000068086	4684	5364	6121	13161	1896	2867	3568	4680	1107	1921	2814	2068	660	307	557	1426	4446	2238	4742	3456	1276	2672	865	1875
ENSMUSG00000079286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0
ENSMUSG00000082867	6	10	1	24	12	13	4	43	22	1	8	5	2	11	7	12	14	0	2	3	0	13	34	0
ENSMUSG00000105757	0	4	0	3	5	2	0	2	10	17	4	4	50	10	4	1	26	0	0	15	28	117	198	24
ENSMUSG00000047921	5844	5111	5554	6102	4044	4548	4148	4512	5175	3405	5325	3603	3041	3260	4630	3477	3528	2455	5075	2847	4778	3065	3118	2748
ENSMUSG00000071645	2889	2372	2712	1318	2047	2165	1940	2418	2313	1670	2836	1786	1188	1758	2298	1897	1600	1264	2188	1238	2429	2046	1724	1275
ENSMUSG00000114692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001056	4570	6755	7306	1592	2617	3775	3049	3985	4524	5396	6721	4526	2930	4067	5588	4134	2351	1968	3865	2018	4540	3546	3789	2792
ENSMUSG00000032077	1509	1391	1488	897	1064	1122	1094	1297	1229	1099	1494	1105	806	993	1365	1252	959	571	1127	821	1275	1112	1218	767
ENSMUSG00000091325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083929	0	0	0	2	0	0	0	0	0	0	0	6	3	0	0	1	0	5	0	0	0	0	0	1
ENSMUSG00000020435	45	7	10	18	17	26	12	10	6	5	20	13	2	7	20	7	1	3	9	6	7	11	27	18
ENSMUSG00000022454	0	0	0	4	0	0	0	0	0	0	0	0	0	6	4	1	4	0	4	0	9	1	47	1
ENSMUSG00000111135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096385	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074195	31772	130548	141470	387129	2900	13188	5841	110415	89525	260845	151848	30758	15779	123262	117375	684295	569263	56171	98720	443895	155737	69100	260587	299970
ENSMUSG00000078921	323	164	210	441	410	612	582	481	1366	942	447	330	1267	3906	3186	753	1481	137	329	1105	1047	1316	5020	1640
ENSMUSG00000045008	20	5	9	19	18	17	19	14	25	7	7	12	25	65	35	0	43	6	26	39	12	26	17	18
ENSMUSG00000020484	29128	29032	32369	19503	22943	23645	19897	22618	33992	25414	50850	24599	16806	23704	31178	34453	29819	14928	28158	22888	28829	19427	23247	17386
ENSMUSG00000068428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0
ENSMUSG00000033306	12775	13788	14731	20112	12274	11623	8344	12702	14025	8721	18209	8700	5152	13950	14108	17087	14007	4454	7826	10224	11259	9658	14438	6744
ENSMUSG00000040283	11	10	19	11	12	11	21	11	13	1	6	1	20	25	12	2	11	4	7	15	15	26	41	1
ENSMUSG00000092519	5	1	0	3	0	3	2	4	5	0	5	0	3	3	3	0	2	0	0	0	2	0	0	0
ENSMUSG00000042622	1609	1228	1417	1221	1528	1126	1275	1082	729	932	1053	956	1073	1370	1056	1863	1669	1225	2288	1290	1432	989	3456	2800
ENSMUSG00000093883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075193	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000046139	3529	2930	3263	2538	3101	2992	2531	3635	2800	2314	3814	2293	1564	2883	3266	3490	2415	1428	2548	1913	2930	3117	3125	1755
ENSMUSG00000114394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012114	9316	8031	9287	7468	7160	7436	7391	8305	7296	4971	8864	6184	5107	6352	7231	6911	5602	3700	7100	4733	7203	6763	7603	4959
ENSMUSG00000111709	2416	3111	3463	4705	2369	1762	2119	3238	2242	2009	2445	4197	3001	3612	2078	2054	3605	1557	2777	3095	3143	2724	5143	3016
ENSMUSG00000096872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050612	0	0	1	1	0	1	1	0	0	0	0	0	1	1	3	2	0	0	0	0	0	2	0	4
ENSMUSG00000039982	2260	2377	2486	825	1638	2236	1294	2202	1428	974	2516	2450	1130	1311	1633	1034	899	760	1760	841	1975	2544	1427	1032
ENSMUSG00000038034	4598	5110	5933	3643	3088	3873	3230	3553	3176	2725	3929	3204	1932	2841	3471	3366	2006	2269	4799	1962	4992	2910	3015	2861
ENSMUSG00000045903	3	0	0	0	1	4	0	1	1	4	5	3	0	1	0	3	4	2	4	0	5	6	6	3
ENSMUSG00000024842	20	8	8	34	20	24	17	52	20	22	25	15	31	26	22	16	29	10	20	11	36	59	42	27
ENSMUSG00000024078	1205	1167	1405	624	727	1212	930	1070	1457	1267	3007	1196	821	1206	1876	1285	808	393	882	652	1101	1238	1021	681
ENSMUSG00000073639	10690	8267	8454	12021	10310	10307	8198	11616	10780	10670	16096	11558	8097	12082	15648	13749	12395	5270	7058	9656	8675	11299	12327	11696
ENSMUSG00000096016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047061	3	2	2	2	1	3	1	1	4	2	5	1	0	7	2	16	1	0	6	7	7	3	20	1
ENSMUSG00000039770	4507	3211	3428	4597	4519	4130	4301	4223	4079	4429	5256	4498	4110	4139	4344	4349	6062	2754	4563	4745	4470	4778	4998	5929
ENSMUSG00000042793	0	2	1	13	3	1	0	14	5	0	7	1	2	3	0	11	4	3	8	1	13	7	15	4
ENSMUSG00000076500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000079594	0	0	0	0	0	0	0	0	0	0	0	0	19	6	2	3	6	47	56	1	336	909	1874	326
ENSMUSG00000029580	261345	225780	257346	227876	188706	196718	200382	192890	203425	242106	245422	165495	160963	226281	269011	314898	282248	140258	302235	224322	257390	219201	291649	379581
ENSMUSG00000025218	1293	1544	1729	936	781	1141	972	1054	1222	1022	1351	961	767	732	1163	821	800	596	1233	648	1268	1018	760	699
ENSMUSG00000067929	28	40	25	49	30	40	25	50	31	53	75	45	32	46	61	73	25	8	13	9	14	54	46	18
ENSMUSG00000082382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000082417	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024072	4050	3071	3487	3098	3814	3438	3019	3688	3624	3249	5128	3728	2525	2716	4300	2357	3803	1602	2212	2893	2792	3450	3095	2980
ENSMUSG00000090691	15	9	21	27	18	20	24	31	46	34	42	50	16	78	39	80	51	8	9	25	16	81	77	33
ENSMUSG00000113197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056429	165247	120081	130753	170178	175984	173910	128784	158923	162150	124317	180845	135730	86758	123795	172702	180081	157800	50385	90451	122411	110560	95279	100132	80441
ENSMUSG00000037579	2435	1418	1815	1859	2099	1754	2412	905	1760	504	1680	476	1768	836	2519	20	906	745	1330	725	1364	1428	1019	423
ENSMUSG00000024990	2844	1330	1522	553	3982	3118	2951	1019	1669	997	2186	1996	1305	1094	4251	439	859	442	891	739	663	996	1040	440
ENSMUSG00000024067	4661	5055	5510	2349	3447	3976	3564	4234	4949	5627	6112	5530	3475	3450	4790	3328	4237	1699	3650	3459	4477	3781	4101	2634
ENSMUSG00000075600	3757	3622	4193	4044	2757	2848	2871	4041	2904	2862	3554	2380	2196	2826	2751	4655	3417	2158	4074	2925	4355	3268	3974	3368
ENSMUSG00000083190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074922	676	649	823	537	577	682	502	596	497	377	762	475	413	557	633	538	428	111	459	378	470	598	520	485
ENSMUSG00000056078	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000113807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047123	6974	6208	7159	5531	5759	4974	5560	4653	4360	3477	5439	3213	3144	4734	5329	4268	5840	2623	5408	4766	4962	4294	3938	4565
ENSMUSG00000029723	13108	10558	12151	10568	9660	8852	10297	8533	7211	5474	7652	5265	6248	6927	9096	6136	6946	4747	8824	6112	7713	9151	7618	10100
ENSMUSG00000001588	593	276	298	724	343	711	413	703	706	541	574	257	578	561	262	367	1029	470	871	891	1720	3152	1780	1796
ENSMUSG00000044149	474	588	553	287	438	680	415	585	557	448	1087	455	254	649	813	799	457	168	357	407	485	716	589	247
ENSMUSG00000079264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032869	4320	4683	5179	3287	3251	3858	3756	3736	3878	3495	5076	3742	3132	3211	4429	3844	3153	1832	3626	2718	3908	3237	3170	2979
ENSMUSG00000053536	4108	3335	3785	3474	4119	4144	3438	3976	3564	3409	4984	3192	2390	3090	4598	3710	3094	1401	2295	2471	3065	3299	2729	2189
ENSMUSG00000030983	5484	4150	4682	2331	4478	5058	3674	5304	5737	5051	8246	5381	3498	4979	6838	5152	4289	1506	2697	3184	3470	4500	4804	2787
ENSMUSG00000052214	12160	12839	14244	8492	8941	9720	9074	9227	10170	8594	11973	8426	7449	8018	11629	7677	7487	5490	11777	6250	11024	6349	6876	6492
ENSMUSG00000096930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037104	1390	1214	1287	1029	1304	1350	863	1449	1464	1209	1753	1319	572	933	1174	2241	1089	689	1183	857	1790	1079	1059	632
ENSMUSG00000071202	9	8	6	12	4	8	12	3	6	13	4	8	15	15	10	15	13	20	20	4	10	5	21	11
ENSMUSG00000078486	13	4	7	7	21	34	25	19	12	3	21	17	0	6	11	5	9	7	25	9	2	6	2	9
ENSMUSG00000021908	3557	2538	2902	4110	3879	4079	3296	3561	3689	2408	6075	3094	2394	3330	4228	4135	3506	795	1777	2253	2330	2947	3594	2266
ENSMUSG00000099582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000095242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063905	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048280	785	704	739	1125	896	1028	633	999	742	573	1515	817	503	1203	1267	1213	1018	261	435	754	633	859	1433	523
ENSMUSG00000024989	956	1329	1570	639	769	1183	691	1835	1000	1632	1848	1176	262	1731	2572	2825	1094	306	575	868	1125	1827	1894	784
ENSMUSG00000027246	419	235	226	237	392	418	263	472	186	144	229	464	190	80	164	69	121	122	285	98	481	415	118	94
ENSMUSG00000085880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000102952	5	4	2	4	0	5	0	11	11	33	8	6	49	18	5	6	7	1	3	4	21	132	228	40
ENSMUSG00000076607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000033740	128	79	73	132	219	175	131	102	87	99	211	92	84	65	111	135	97	53	108	93	67	140	69	72
ENSMUSG00000024854	2030	2178	2366	1363	1441	1782	1699	1284	1549	1717	1862	1722	1752	1088	1440	1379	1418	1216	2418	1326	2807	2330	2997	2407
ENSMUSG00000069390	0	0	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000109126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026499	8301	6529	7239	10630	8119	8765	6310	11583	9604	7957	12979	7685	4863	9778	11681	14059	10466	3152	5136	8059	6384	8155	9084	7437
ENSMUSG00000057223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016619	8992	8527	9391	6584	7682	8245	6425	9264	8543	8193	11279	7028	4881	8572	10437	10520	8409	3722	7433	6386	8489	7805	7549	6542
ENSMUSG00000022680	72361	69387	77051	70782	64022	73900	57383	92030	95675	74260	142622	89799	50854	62234	82854	85119	70611	30400	61414	55072	79884	50858	47790	38582
ENSMUSG00000035376	4037	3699	4187	2445	3161	3682	2963	3705	3724	3489	5859	4370	2226	3176	4649	3396	3175	1079	1992	2514	2995	2916	2662	2024
ENSMUSG00000015354	10	2	3	74	9	12	0	14	22	25	15	27	12	62	28	16	70	131	250	67	298	85	241	101
ENSMUSG00000115187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083282	1591	1021	1183	1541	1172	794	1432	634	769	350	930	593	1185	591	1116	399	916	355	706	787	544	712	908	1312
ENSMUSG00000108892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023010	149138	123842	141252	115221	127287	121043	139228	102660	109994	89455	118784	93784	91150	89538	126906	84070	111559	70653	135542	91850	113363	84721	79054	98760
ENSMUSG00000034947	4160	3604	4301	5064	3918	4319	5090	4087	3963	2833	3363	3296	3586	4104	3858	4655	4215	2078	4278	3324	3799	3760	3975	4514
ENSMUSG00000053560	10651	9978	11709	15214	8199	8450	6832	19082	26332	16279	19527	45019	11083	11452	8993	15888	8651	4992	8965	7326	10672	11987	24112	16474
ENSMUSG00000003847	4669	3996	4329	7628	5913	4424	3369	6880	5185	2406	4158	3279	2384	6492	4434	9506	4710	1925	3074	3443	3630	6249	11518	2822
ENSMUSG00000027912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
ENSMUSG00000083857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046585	0	0	0	0	0	2	0	0	6	0	0	1	0	5	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000000127	982	907	1095	1229	967	1166	786	1116	1410	1317	1743	1289	767	1382	1658	1671	1509	370	856	1196	1023	1027	1712	1054
ENSMUSG00000107874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005823	13762	11889	14098	10376	11331	11705	11122	11297	10940	8157	11871	10504	8955	8173	10976	9184	8426	6501	13484	6670	13031	8363	8298	7930
ENSMUSG00000086265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ENSMUSG00000096078	1	3	0	0	1	0	0	12	4	1	5	0	38	51	0	1	37	1	3	13	0	14	127	32
ENSMUSG00000094745	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	2	1	0	0	0	0	10	2	1
ENSMUSG00000049291	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012117	5346	5627	6561	3488	4033	4813	4169	4246	5091	4785	6628	4357	3144	3559	5404	4035	4096	2657	5400	3268	5042	3700	3890	3050
ENSMUSG00000024900	34063	32013	35419	39504	31071	28978	30844	39842	28192	24752	30903	26011	22849	25875	29975	29121	28321	11723	23110	21675	31482	36864	26994	19782
ENSMUSG00000024260	5564	5157	5874	5497	4897	4609	4311	6451	5058	3650	5938	3724	2783	3820	4746	5089	4137	2059	4522	3339	4640	4481	4498	3056
ENSMUSG00000095474	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044986	29644	27550	31765	21688	21780	21210	24786	20324	18061	15688	19531	18623	19302	14435	20796	6384	16495	12751	25366	13417	17897	14810	11949	20401
ENSMUSG00000101494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024033	97	95	116	44	78	105	86	183	105	159	158	78	68	69	153	90	72	26	52	65	121	103	139	79
ENSMUSG00000091114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036800	0	1	1	1	0	3	3	4	1	0	0	0	0	3	3	0	1	4	0	0	1	0	1	2
ENSMUSG00000083268	0	2	0	0	0	0	1	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0
ENSMUSG00000030309	394	335	365	474	476	530	298	752	644	456	702	489	433	602	706	702	449	251	615	353	667	717	880	277
ENSMUSG00000046962	1880	1407	1595	1668	1884	1762	1494	1741	1647	1063	1741	1190	965	1392	1709	1291	1243	609	1035	1029	1321	1415	1450	1002
ENSMUSG00000100215	1	0	2	1	0	0	2	1	2	1	2	1	1	1	4	1	0	0	0	1	1	2	3	2
ENSMUSG00000021090	1	0	2	0	0	0	0	3	6	0	0	0	1	4	2	3	5	0	0	2	0	5	17	8
ENSMUSG00000073774	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000035868	429	243	249	580	389	455	281	515	520	360	774	407	297	618	562	769	647	148	213	490	367	580	632	366
ENSMUSG00000076861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000109540	16	4	7	131	26	34	21	46	29	21	34	17	7	40	34	120	31	33	20	21	29	32	31	31
ENSMUSG00000113685	0	0	0	1	0	0	0	4	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0
ENSMUSG00000039628	2	0	4	1	9	2	4	0	0	0	0	0	2	0	2	1	0	0	0	0	1	0	0	0
ENSMUSG00000107508	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000053706	0	2	3	8	7	1	10	0	6	3	10	2	0	6	13	5	9	2	18	9	7	12	19	4
